name,year,selling_price,km_driven
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,1650000,55000
Hyundai EON Era Plus,2015,295000,21000
Jaguar XF 5.0 Litre V8 Petrol,2012,2050000,66363
Hyundai Creta 1.6 VTVT AT SX Plus,2018,1475000,11700
Hyundai Verna VTVT 1.6 AT SX Option,2017,1100000,10000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,4400000,100000
Maruti Swift ZXI BSIV,2016,670000,7104
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974
Hyundai Verna 1.6 VTVT SX,2015,760000,55340
Volkswagen Polo GTI,2017,850000,20000
Renault Pulse RxL,2015,390000,61585
Maruti Celerio VXI AMT BSIV,2016,450000,39415
Honda Brio V MT,2014,425000,29654
Maruti Baleno Alpha 1.3,2016,770000,64672
Hyundai Creta 1.6 SX Automatic Diesel,2015,1150000,54634
Honda City i VTEC V,2015,775000,66521
Toyota Innova Crysta 2.4 GX AT,2018,1725000,23974
BMW 3 Series 320d Luxury Line,2016,2150000,43000
Renault Duster 85PS Diesel RxL,2013,450000,1000
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000
Audi A4 3.0 TDI Quattro,2013,1580000,86000
BMW X5 xDrive 30d xLine,2019,4950000,30000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600
Maruti SX4 Vxi BSIV,2012,225000,110000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890
Maruti Swift ZXI BSIV,2016,670000,7104
Maruti Ertiga VXI,2015,625000,11918
Hyundai Grand i10 Magna AT,2017,520000,10510
Chevrolet Beat LT Option,2016,239000,41000
Toyota Fortuner 4x2 AT,2017,2600000,47162
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974
Hyundai i10 Magna,2012,229999,49824
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500
Hyundai Santro GS,2005,80000,56580
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000
Hyundai Verna 1.6 VTVT SX,2015,760000,55340
Maruti Swift Dzire VDI,2017,600000,46507
Renault Duster 85PS Diesel RxL,2013,450000,1000
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000
Audi A4 3.0 TDI Quattro,2013,1580000,86000
BMW X5 xDrive 30d xLine,2019,4950000,30000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600
Maruti SX4 Vxi BSIV,2012,225000,110000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890
Maruti Swift ZXI BSIV,2016,670000,7104
Maruti Ertiga VXI,2015,625000,11918
Hyundai Grand i10 Magna AT,2017,520000,10510
Chevrolet Beat LT Option,2016,239000,41000
Toyota Fortuner 4x2 AT,2017,2600000,47162
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974
Hyundai i10 Magna,2012,229999,49824
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500
Hyundai Santro GS,2005,80000,56580
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000
Hyundai Verna 1.6 VTVT SX,2015,760000,55340
Maruti Swift Dzire VDI,2017,600000,46507
Renault Duster 85PS Diesel RxL,2013,450000,1000
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000
Audi A4 3.0 TDI Quattro,2013,1580000,86000
BMW X5 xDrive 30d xLine,2019,4950000,30000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600
Maruti SX4 Vxi BSIV,2012,225000,110000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890
Maruti Swift ZXI BSIV,2016,670000,7104
Maruti Ertiga VXI,2015,625000,11918
Hyundai Grand i10 Magna AT,2017,520000,10510
Chevrolet Beat LT Option,2016,239000,41000
Toyota Fortuner 4x2 AT,2017,2600000,47162
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974
Hyundai i10 Magna,2012,229999,49824
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500
Hyundai Santro GS,2005,80000,56580
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000
Hyundai Verna 1.6 VTVT SX,2015,760000,55340
Maruti Swift Dzire VDI,2017,600000,46507
Renault Duster 85PS Diesel RxL,2013,450000,1000
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000
Audi A4 3.0 TDI Quattro,2013,1580000,86000
BMW X5 xDrive 30d xLine,2019,4950000,30000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600
Maruti SX4 Vxi BSIV,2012,225000,110000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890
Maruti Swift ZXI BSIV,2016,670000,7104
Maruti Ertiga VXI,2015,625000,11918
Hyundai Grand i10 Magna AT,2017,520000,10510
Chevrolet Beat LT Option,2016,239000,41000
Toyota Fortuner 4x2 AT,2017,2600000,47162
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974
Hyundai i10 Magna,2012,229999,49824
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500
Hyundai Santro GS,2005,80000,56580
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000
Hyundai Verna 1.6 VTVT SX,2015,760000,55340
Maruti Swift Dzire VDI,2017,600000,46507
Hyundai i20 Sportz 1.2,2013,350000,50000
Maruti Alto 800 LXI,2014,114999,30000
Hyundai i20 Sportz 1.2,2013,380000,50000
Maruti Gypsy E MG410W ST,1995,95000,100000
Mahindra Scorpio 1.99 S6 Plus,2016,900000,35000
Chevrolet Beat LT,2012,200999,90000
Maruti Omni E MPI STD BS IV,2014,229999,11451
Tata Nexon 1.5 Revotorq XZ,2019,800000,60000
Mahindra Verito 1.5 D4 BSIV,2012,150000,172000
Maruti Swift VDI,2018,600000,60000
Chevrolet Tavera LS B3 7 Seats BSII,2005,150000,150000
Chevrolet Optra Magnum 2.0 LS,2009,150000,66000
Maruti Eeco 5 Seater Standard BSIV,2019,380000,5000
Maruti Swift 1.3 VXi,2006,80000,66508
Honda Civic 1.8 MT Sport,2007,225000,55000
Tata Nano Lx BSIV,2012,75000,29900
Tata Hexa XT 4X4,2017,1600000,3000
Tata Indica Vista Quadrajet VX,2012,185000,85000
Mahindra Scorpio 2.6 CRDe SLE,2011,425000,50000
Tata Indica Vista Aqua 1.4 TDI,2010,100000,120000
Maruti Zen Estilo LXI BSIII,2008,140000,90000
Maruti Swift Dzire AMT ZXI Plus BS IV,2017,710000,8000
Honda Amaze S AT i-Vtech,2015,450000,7900
Datsun RediGO T Option,2017,210000,50000
Maruti Alto K10 VXI,2016,270000,25000
Maruti Alto LXi,2009,110000,20000
Maruti Swift VXI,2018,540000,17500
Mahindra Renault Logan 1.4 GLX Petrol,2008,145000,25000
Tata Safari Storme VX,2013,360000,206500
Hyundai i10 Magna LPG,2013,250000,88600
Tata Venture EX,2012,110000,80000
Chevrolet Captiva LT,2008,250000,100000
Ford Fiesta Classic 1.4 Duratorq CLXI,2011,150000,186000
Chevrolet Aveo U-VA 1.2 LS,2010,140000,60000
Maruti Ciaz Zeta BSIV,2019,925000,11000
Tata Hexa XM,2017,969999,30000
Hyundai Santro Xing GL PLUS CNG,2007,90000,80000
Hyundai Santro GLS I - Euro I,2001,55000,60000
Hyundai Verna CRDi,2007,155000,100000
Mahindra Thar CRDe ABS,2019,900000,15000
Maruti Alto K10 2010-2014 VXI,2011,135000,90000
Maruti 800 AC,2012,180000,120000
Hyundai Verna 1.6 SX,2013,495000,100000
Toyota Innova 2.5 V Diesel 8-seater,2009,400000,138000
Hyundai Verna CRDi,2008,250000,110000
Maruti Alto K10 LXI,2015,138000,120000
Honda City 1.5 V AT,2011,311000,70000
Maruti Alto 800 VXI,2015,190000,70000
Mahindra Bolero SLX,2011,311000,140000
Maruti Ritz LXI,2009,300000,15000
Honda Jazz VX,2018,600000,20000
Mahindra Scorpio SLE BSIII,2009,550000,100000
Skoda Rapid 1.6 MPI AT Elegance Plus,2015,600000,70000
Maruti Alto 800 VXI,2018,195000,5000
Tata Nano LX,2013,58000,27974
Maruti Alto 800 VXI,2018,183000,40000
Maruti Zen Estilo 1.1 VXI BSIII,2007,95000,80000
Maruti Wagon R LX Minor,2013,250000,38000
Maruti Wagon R LX Minor,2013,250000,38000
Tata Zest Revotron 1.2 XT,2014,400000,35000
Hyundai Verna 1.6 SX CRDi (O),2012,409999,60000
Skoda Octavia Classic 1.9 TDI MT,2004,120000,120000
Maruti Swift AMT VXI,2018,600000,18000
Honda Amaze SX i-VTEC,2016,600000,10000
Mahindra XUV500 W6 2WD,2015,825000,90000
Toyota Etios GD,2016,625000,80000
Hyundai Grand i10 Nios Magna CRDi,2020,700000,1400
Chevrolet Beat LS,2011,160000,60000
Maruti Alto LX,2011,114999,60000
Maruti Wagon R LXI Minor,2009,150000,53000
Volkswagen Jetta 1.9 L TDI,2010,250000,100000
Hyundai Verna 1.6 SX,2012,390000,86000
Renault Duster 85PS Diesel RxL,2015,650000,100000
Hyundai Xcent 1.1 CRDi SX Option,2016,600000,30000
Hyundai i20 1.2 Sportz,2011,250000,120000
Hyundai Santro Xing GL Plus LPG,2011,229999,60000
Maruti Ritz LDi,2016,299000,50000
Chevrolet Cruze LTZ,2010,330000,124000
Hyundai Accent Executive,2012,180000,100000
Hyundai Grand i10 1.2 Kappa Asta,2017,475000,42000
Hyundai Grand i10 CRDi Sportz,2015,325000,100000
Honda City i VTEC V,2016,639000,28205
Maruti Celerio VXI AT,2017,415000,32670
Hyundai Creta 1.6 CRDi AT SX Plus,2016,1199000,30093
Maruti Ertiga VXI CNG,2013,525000,56228
Hyundai Verna 1.6 SX VTVT,2013,425000,59319
Maruti Vitara Brezza VDi,2016,699000,39503
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013,325000,35299
Toyota Etios V,2011,275000,51687
Volkswagen Vento Petrol Highline AT,2011,269000,76259
Volkswagen Polo Diesel Highline 1.2L,2013,399000,44049
Mahindra KUV 100 mFALCON D75 K8,2017,475000,45087
Toyota Etios V,2011,249000,41125
Audi A4 New  2.0 TDI Multitronic,2014,1549000,42215
Volkswagen Polo Petrol Highline 1.2L,2011,254999,54206
Skoda Rapid 1.6 MPI Active,2012,269000,52547
Maruti Ertiga ZDI,2014,665000,59110
Maruti Wagon R Stingray LXI,2014,299000,54565
Hyundai i20 Asta,2010,265000,47564
Volkswagen Polo Petrol Highline 1.2L,2010,211000,45143
Skoda Superb 1.8 TSI,2013,599000,61624
Tata Indigo LS,2007,55000,195000
Hyundai Verna 1.6 SX CRDi (O),2014,550000,50000
Land Rover Discovery Sport TD4 HSE 7S,2018,4000000,68000
Tata Sumo GX TC 8 Str,2010,220000,120000
Maruti Swift VXI,2019,500000,20000
Maruti Alto LXi,2010,140000,30000
Maruti Swift VDI,2013,325000,60000
Hyundai i20 Magna,2010,210000,90000
Maruti Alto LXi,2008,110000,90000
Hyundai Verna CRDi 1.6 SX Option,2019,1200000,25000
Maruti Alto 800 VXI,2017,229999,40000
Maruti SX4 Vxi BSIV,2012,225000,110000
Maruti Alto 800 LXI,2006,165000,132000
Tata Tiago XZA AMT,2018,525000,10980
Hyundai EON Era Plus,2018,325000,20629
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1500000,50000
Hyundai Grand i10 AT Asta,2015,400000,30000
Maruti Ciaz VXi,2015,550000,69782
Maruti 800 Std,2003,98000,54000
Mahindra XUV500 W8 4WD,2013,900000,63654
Renault Lodgy 85PS RxL,2017,700000,60000
Mahindra Scorpio S6 Plus 7 Seater,2015,890000,52000
Maruti Swift LDI BSIV,2015,490000,59385
Hyundai i20 2015-2017 Magna 1.2,2015,525000,70378
Maruti Wagon R LXI BS IV,2013,330000,55425
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,550000,78413
Mahindra Bolero Power Plus SLX,2018,790000,40890
Honda Brio S MT,2015,350000,34823
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1700000,75000
Maruti Ciaz VDI SHVS,2017,750000,55545
Honda Amaze EX i-Dtech,2014,409999,56541
Hyundai EON Magna Plus,2016,220000,43700
Tata Indica GLS BS IV,2009,68000,120000
Hyundai EON Era Plus,2017,290000,20000
Honda City i DTec SV,2014,600000,27483
Maruti Swift LXI,2019,470000,8000
Hyundai i10 Sportz 1.2,2008,150000,30000
Maruti Alto 800 LXI,2014,180000,56207
Maruti Zen LXI,2006,80000,70000
Honda WR-V i-VTEC VX,2018,875000,1440
Maruti Alto 800 LXI,2019,300000,50000
Toyota Fortuner 2.8 2WD AT BSIV,2017,2800000,20000
Toyota Innova Crysta 2.4 ZX MT,2017,1330000,91195
Volkswagen Polo 1.5 TDI Trendline,2011,220000,63657
Mahindra Verito Vibe 1.5 dCi D4,2013,250000,60000
Toyota Innova 2.5 G (Diesel) 7 Seater,2016,919999,75000
Volkswagen Vento Magnific 1.6 Highline,2013,380000,97248
Maruti Swift VDI,2012,450000,46000
Hyundai Verna 1.6 VTVT AT S Option,2016,770000,10000
Maruti Swift Dzire LDI,2018,550000,80000
Tata New Safari DICOR 2.2 GX 4x2,2011,320000,100000
Maruti SX4 Vxi BSIV,2013,400000,35000
Maruti Celerio VXI AT,2017,450000,50000
Maruti SX4 ZDI,2011,220000,90000
Mahindra XUV500 W8 2WD,2012,400000,150000
Hyundai Verna 1.6 SX VTVT (O),2013,530000,89000
Maruti Swift Dzire VDI,2014,390000,60000
Fiat Grande Punto 1.3 Dynamic (Diesel),2012,185000,100000
Maruti SX4 Vxi BSIV,2012,300000,100000
Maruti Swift VDI BSIV,2014,575000,90000
Maruti Wagon R Stingray VXI,2014,300000,75000
Toyota Etios Liva 1.4 VD,2017,425000,36000
Hyundai Xcent 1.2 Kappa SX,2016,350000,12000
Honda Amaze VX O iDTEC,2017,550000,12997
Maruti Ciaz 1.4 AT Zeta,2017,500000,40000
Mahindra Scorpio S4 4WD,2015,600000,60000
Mahindra Quanto C8,2013,300000,25000
Hyundai Verna CRDi 1.6 SX Option,2018,1150000,26430
Maruti Swift 1.3 VXI ABS,2015,475000,24600
Maruti Wagon R LXI,2011,260000,28481
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000
Mahindra XUV500 W8 2WD,2013,750000,41988
Maruti Wagon R LXI,2009,180000,30375
Renault KWID Climber 1.0 AMT BSIV,2017,350000,7658
Maruti Swift Dzire VDI,2017,611000,34400
Renault KWID RXL BSIV,2017,325000,18500
Hyundai EON 1.0 Era Plus,2012,225000,48000
Maruti Wagon R AMT VXI,2014,300000,28942
Mahindra Bolero Power Plus SLX,2017,400000,50000
Mahindra XUV500 W8 2WD,2012,711000,53600
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000,53652
Maruti Ertiga VXI,2014,500000,25000
Toyota Innova 2.5 G4 Diesel 8-seater,2007,250000,80000
Maruti Alto 800 VXI,2017,150000,50000
Mahindra Scorpio 1.99 S10,2016,610000,15000
Mahindra KUV 100 G80 K2,2018,450000,5000
Hyundai i20 1.4 Asta Option,2017,744000,106000
Chevrolet Spark 1.0,2008,120000,100000
Renault KWID RXL,2016,220000,60000
Maruti Ertiga ZDI,2012,480000,120000
Maruti Celerio ZXI Optional AMT BSIV,2017,370000,82000
Fiat Palio D 1.9 EL PS,2003,55000,35000
Hyundai EON Magna Plus,2013,125000,205000
Hyundai Verna 1.6 CRDI,2011,260000,125000
Fiat Linea Classic 1.3 Multijet,2015,350000,130000
Maruti Alto 800 CNG LXI,2012,170000,97000
Hyundai Grand i10 Sportz,2015,350000,90000
Maruti Swift Dzire VXi,2009,250000,60000
Tata Indigo CR4,2013,170000,60000
Mahindra Scorpio S11 BSIV,2018,1300000,35000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,25000
Honda Brio 1.2 S MT,2017,400000,15000
Tata Nano Lx,2011,120000,20000
Tata Nano Lx,2011,120000,20000
Ford Figo Petrol Titanium,2010,275000,70000
Tata Zest Revotron 1.2T XE,2016,285000,90000
Hyundai Creta 1.4 CRDi Base,2016,900000,80000
Mercedes-Benz M-Class ML 350 CDI,2014,2500000,79500
Hyundai Verna 1.6 SX CRDi (O),2013,620000,70000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1700000,5000
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,650000,15000
Maruti Ertiga VXI,2014,500000,35000
Tata New Safari DICOR 2.2 EX 4x4,2009,250000,120000
Mahindra Marazzo M4,2018,950000,15000
Toyota Etios Cross 1.2L G,2015,320000,60000
Renault Duster 110PS Diesel RxZ,2013,450000,120000
Mahindra KUV 100 mFALCON D75 K8 AW,2016,350000,90000
Maruti Swift Dzire VXI,2015,400000,90000
Maruti Omni MPI STD BSIV,2018,200000,10000
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,250000,72000
Toyota Innova 2.0 GX 8 STR BSIV,2011,550000,197000
Maruti Zen LXI,1999,85000,70000
Hyundai Santro LP zipPlus,2001,52000,50000
Tata Hexa XTA,2017,1200000,50000
Hyundai Verna 1.6 SX VTVT AT,2011,450000,60000
Maruti Swift Dzire VXI 1.2 BS IV,2018,615000,40000
Maruti SX4 ZDI Leather,2012,400000,60000
Tata Nano LX,2013,60000,40000
Maruti Ignis 1.2 Alpha BSIV,2017,500000,9161
Honda Mobilio V i VTEC,2015,600000,45000
Hyundai Getz 1.3 GVS,2010,110000,110000
Hyundai Santro Xing GL Plus,2013,175000,80000
Ford Fiesta Titanium 1.5 TDCi,2011,325000,100000
Maruti Swift Dzire LDI,2017,425000,90000
Hyundai Accent GLE CNG,2009,160000,70000
Maruti Zen Estilo LXI BSIII,2007,100000,80000
Maruti Swift Dzire LDI,2014,390000,110000
Hyundai i20 1.2 Spotz,2017,400000,50000
Tata Tigor 1.2 Revotron XM,2018,509999,5000
Hyundai i10 Magna 1.1,2008,150000,90000
Hyundai Santro Xing GLS,2009,110000,120000
Nissan Sunny Diesel XV,2013,450000,80000
Hyundai i20 1.2 Spotz,2017,400000,38000
Hyundai Santro Xing GLS,2009,140000,120000
Tata Indigo CR4,2011,130000,90000
Maruti Alto 800 LXI,2017,160000,50000
Maruti Alto 800 LXI,2016,150000,60000
Mahindra XUV500 W8 2WD,2013,500000,100000
Tata Nano Std,2011,40000,19000
Chevrolet Tavera LT L1 7 Seats BSIII,2006,140000,200000
Mahindra Verito 1.5 D2 BSIV,2015,227000,70000
Maruti Swift VDI,2011,285000,50000
Maruti Alto LX,2012,155000,19077
Hyundai EON D Lite,2016,210000,30000
Maruti Alto LXi,2009,140000,80000
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000,128000
Nissan Terrano XV Premium 110 PS,2013,750000,80000
Maruti Baleno Alpha 1.3,2016,610000,100000
Nissan Sunny XV D Premium Leather,2015,450000,50000
Toyota Etios Liva GD,2012,409999,56000
Hyundai EON 1.0 Era Plus,2018,100000,21302
Renault KWID 1.0 RXT Optional,2018,300000,10500
Mahindra Bolero 2011-2019 SLX,2013,400000,107000
Hyundai i10 Sportz 1.2,2010,210000,60000
Hyundai Santro Xing XG eRLX Euro III,2006,90000,120000
Maruti Wagon R LXI BS IV,2010,222000,70000
Maruti Alto 800 LXI,2015,240000,50000
Toyota Etios Liva GD,2013,450000,70000
Renault Duster 85PS Diesel RxL,2013,450000,1000
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000
Audi A4 3.0 TDI Quattro,2013,1580000,86000
BMW X5 xDrive 30d xLine,2019,4950000,30000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600
Maruti SX4 Vxi BSIV,2012,225000,110000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890
Maruti Swift ZXI BSIV,2016,670000,7104
Maruti Ertiga VXI,2015,625000,11918
Hyundai Grand i10 Magna AT,2017,520000,10510
Chevrolet Beat LT Option,2016,239000,41000
Toyota Fortuner 4x2 AT,2017,2600000,47162
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974
Hyundai i10 Magna,2012,229999,49824
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500
Hyundai Santro GS,2005,80000,56580
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000
Hyundai Verna 1.6 VTVT SX,2015,760000,55340
Maruti Swift Dzire VDI,2017,600000,46507
Renault Duster 85PS Diesel RxL,2013,450000,1000
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000
Audi A4 3.0 TDI Quattro,2013,1580000,86000
BMW X5 xDrive 30d xLine,2019,4950000,30000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600
Maruti SX4 Vxi BSIV,2012,225000,110000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890
Maruti Swift ZXI BSIV,2016,670000,7104
Maruti Ertiga VXI,2015,625000,11918
Hyundai Grand i10 Magna AT,2017,520000,10510
Chevrolet Beat LT Option,2016,239000,41000
Toyota Fortuner 4x2 AT,2017,2600000,47162
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974
Hyundai i10 Magna,2012,229999,49824
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500
Hyundai Santro GS,2005,80000,56580
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000
Hyundai Verna 1.6 VTVT SX,2015,760000,55340
Maruti Swift Dzire VDI,2017,600000,46507
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300
Tata Indica Vista Quadrajet 90 VX,2012,285000,74300
Honda City VX MT,2010,350000,48781
Volkswagen Jetta 1.9 Highline TDI,2010,290000,87620
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,890000,40219
Honda Jazz VX,2011,385000,11473
Maruti Eeco 5 Seater AC BSIV,2017,425000,8352
Maruti Wagon R VXI AMT1.2BSIV,2017,525000,9745
Hyundai Grand i10 Asta,2017,550000,9748
Volkswagen Polo 1.0 MPI Trendline,2012,271000,49000
Hyundai Creta 1.6 CRDi SX Option,2018,1490000,20694
Hyundai Grand i10 Asta Option,2015,490000,31080
Hyundai EON Era Plus,2014,260000,37605
Hyundai Xcent 1.1 CRDi SX Option,2014,455000,55850
Tata Nano Lx BSIV,2010,75000,58850
Toyota Etios Cross 1.2L G,2015,421000,23839
Maruti Swift DDiS LDI,2016,550000,54000
Hyundai i10 Sportz 1.2 AT,2013,330000,38000
Volkswagen Vento 1.5 TDI Comfortline,2012,390000,45454
Skoda Rapid 1.5 TDI AT Ambition,2015,599000,46957
Hyundai Getz GLE,2007,110000,60000
Renault KWID RXT Optional,2016,250000,25000
Mahindra Scorpio M2DI,2012,600000,110000
Ford Endeavour XLT TDCi 4X2,2008,280000,190000
Audi Q3 35 TDI Quattro Technology,2018,2700000,25000
Mahindra Renault Logan 1.4 GLX Petrol,2008,80000,90000
Maruti Alto K10 VXI,2019,350000,5000
Maruti Swift VDI BSIV,2015,475000,60000
Audi A5 Sportback,2020,4700000,1500
Maruti Swift Dzire VDI,2018,500000,50000
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,250000,120000
Hyundai Accent CRDi,2005,100000,120000
Maruti Alto K10 VXI Airbag,2019,350000,5000
BMW 7 Series Signature 730Ld,2014,4000000,47000
Toyota Camry 2.5 Hybrid,2017,1900000,20000
Hyundai Santro Xing XG,2005,95000,120000
Hyundai Grand i10 CRDi Sportz,2015,409999,58000
Mahindra XUV500 W5 BSIV,2018,1050000,35000
Maruti Alto K10 VXI,2017,320000,30000
Mahindra XUV300 W8 Option Diesel BSIV,2019,1000000,10000
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000
Mahindra Thar CRDe,2018,950000,20000
Maruti Swift Dzire ZDI,2018,750000,50000
Hyundai EON Magna Plus,2014,220000,42000
Tata Hexa XM,2017,1000000,50000
Honda Mobilio E i DTEC,2017,660000,116000
Maruti Ertiga ZDI,2015,716000,100000
Maruti Ciaz ZXi Plus,2015,675000,66000
Mahindra Scorpio LX,2010,385000,110000
Fiat Grande Punto EVO 1.3 Dynamic,2014,325000,70000
Hyundai Creta 1.6 CRDi SX Option,2015,950000,60000
Ford Endeavour Hurricane Limited Edition,2007,400000,110000
Tata Indica Vista TDI LS,2014,250000,25000
Land Rover Discovery S 2.0 SD4,2018,4000000,68000
Maruti Alto 800 LXI,2014,210000,20000
Hyundai i10 Era 1.1 iTech SE,2011,147000,110000
Maruti Vitara Brezza VDi Option,2018,725000,26350
Mahindra Scorpio SLE BSIV,2012,550000,90000
Hyundai i20 Sportz Option 1.2,2016,475000,25000
Hyundai Santro Xing GLS,2014,250000,50000
Tata Indica LSI,2006,70000,60000
Hyundai EON Era Plus,2012,160000,70000
Ford Endeavour 3.0L 4X4 AT,2011,1000000,90000
Hyundai Santro LE zipPlus,2001,68000,70000
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,26500
Tata Indigo CR4,2013,170000,60000
Mahindra Scorpio S11 BSIV,2018,1300000,35000
Hyundai Creta 1.4 EX Diesel,2020,1050000,10000
Maruti Ritz LXI,2009,300000,15000
Hyundai i20 Magna 1.2,2016,600000,25000
Hyundai Verna CRDi 1.6 SX,2017,900000,50000
